unit,cycle,op_1,op_2,op_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,max_cycle,RUL,s_7_roll_mean_5,s_7_roll_std_5,s_12_roll_mean_5,s_12_roll_std_5,s_14_roll_mean_5,s_14_roll_std_5,s_20_roll_mean_5,s_20_roll_std_5,s_21_roll_mean_5,s_21_roll_std_5,predicted_rul,uncertainty_std,error,abs_error,overestimate
6,1,0.0014,-0.0,100.0,518.67,642.58,1585.73,1398.43,14.62,21.61,553.44,2388.05,9064.87,1.3,47.16,521.88,2388.05,8142.76,8.4195,0.03,392,2388,100.0,39.0,23.2726,278,140,553.44,0.0,521.88,0.0,8142.76,0.0,39.0,0.0,23.2726,0.0,104.08612107984607,8.171321861701264,35.913878920153934,35.913878920153934,False
6,2,0.0034,-0.0005,100.0,518.67,641.97,1583.61,1394.49,14.62,21.61,553.58,2388.05,9058.83,1.3,47.26,521.43,2388.12,8146.91,8.4167,0.03,391,2388,100.0,38.81,23.3522,278,140,553.51,0.09899494936614721,521.655,0.31819805153397857,8144.835,2.934493141923915,38.905,0.13435028842544242,23.3124,0.056285699782448635,94.48420473137973,9.500897057486345,45.515795268620266,45.515795268620266,False
6,3,-0.0004,0.0,100.0,518.67,642.81,1596.63,1401.59,14.62,21.61,553.41,2388.09,9059.72,1.3,47.63,521.19,2388.08,8142.36,8.4294,0.03,394,2388,100.0,38.86,23.3469,278,140,553.4766666666667,0.09073771725881012,521.5,0.3502855977627183,8144.009999999999,2.5194245374688684,38.89,0.09848857801796021,23.3239,0.044506067002151276,84.0204646964147,5.013574517703837,55.979535303585294,55.979535303585294,False
6,4,-0.003,0.0002,100.0,518.67,642.76,1595.16,1403.99,14.62,21.61,554.21,2388.05,9064.82,1.3,47.38,522.15,2388.05,8140.66,8.3918,0.03,395,2388,100.0,38.99,23.2735,278,140,553.6600000000001,0.3740766409886205,521.6625,0.43292609068982707,8143.1725,2.6527894124238225,38.915,0.09469248474227872,23.3113,0.044221789500954914,92.04014566637066,7.565104815564423,47.95985433362934,47.95985433362934,False
6,5,0.0019,0.0004,100.0,518.67,642.87,1593.02,1407.91,14.62,21.61,553.76,2388.06,9066.83,1.3,47.26,521.68,2388.06,8141.66,8.4348,0.03,393,2388,100.0,38.86,23.4021,278,140,553.6800000000001,0.3270321085153464,521.6659999999999,0.3750066666073839,8142.87,2.394890394152001,38.904,0.08561541917201579,23.32946,0.055817586834258914,95.09721523569024,6.290218423804981,44.90278476430976,44.90278476430976,False
6,6,-0.0003,0.0002,100.0,518.67,642.48,1584.52,1399.6,14.62,21.61,554.87,2388.08,9068.76,1.3,47.64,521.96,2388.01,8143.3,8.4257,0.03,390,2388,100.0,39.12,23.3245,278,140,553.966,0.5867963871736033,521.682,0.3879046274536937,8142.978,2.4008581799017916,38.928,0.12637246535539243,23.339840000000002,0.046677703456790086,110.67685228475227,8.650022780117595,29.32314771524773,29.32314771524773,False
6,7,0.0005,-0.0005,100.0,518.67,642.79,1588.58,1404.87,14.62,21.61,553.74,2388.04,9061.64,1.3,47.22,521.9,2388.09,8136.98,8.4185,0.03,394,2388,100.0,38.94,23.2964,278,140,553.998,0.5644200563410231,521.7760000000001,0.36800815208359217,8140.992,2.4418681373091538,38.95399999999999,0.10807404868885132,23.328680000000002,0.0495650279935371,117.35610007215007,9.030384795081652,22.64389992784993,22.64389992784993,False
6,8,-0.0003,0.0001,100.0,518.67,642.75,1591.89,1405.59,14.62,21.61,554.1,2388.06,9063.24,1.3,47.36,521.27,2388.13,8141.3,8.4265,0.03,392,2388,100.0,38.79,23.3355,278,140,554.136,0.4592711617334271,521.792,0.336556087450517,8140.780000000001,2.3371777852799456,38.94,0.12629330940315042,23.3264,0.0487732508656139,120.77813771043773,6.188876261997673,19.221862289562267,19.221862289562267,False
6,9,-0.0015,-0.0,100.0,518.67,642.93,1591.39,1408.23,14.62,21.61,553.88,2388.07,9050.43,1.3,47.49,521.52,2388.07,8139.74,8.4081,0.03,391,2388,100.0,38.83,23.4171,278,140,554.07,0.4695742752749343,521.6659999999999,0.2826305008309931,8140.5960000000005,2.3847180126813208,38.908,0.1306522100846329,23.35512,0.05200771096673888,122.69165168072668,8.76490465450622,17.30834831927332,17.30834831927332,False
6,10,0.001,0.0002,100.0,518.67,642.08,1588.11,1400.37,14.62,21.61,554.15,2388.03,9059.13,1.3,47.35,521.32,2388.1,8147.31,8.402,0.03,393,2388,100.0,39.11,23.3261,278,140,554.1479999999999,0.43642868833289417,521.594,0.3213720585240081,8141.726000000001,3.882934457340736,38.958,0.15352524222420305,23.33992,0.045549555431418996,117.14677574277576,8.110575068742243,22.85322425722424,22.85322425722424,False
