unit,cycle,op_1,op_2,op_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,max_cycle,RUL,s_7_roll_mean_5,s_7_roll_std_5,s_12_roll_mean_5,s_12_roll_std_5,s_14_roll_mean_5,s_14_roll_std_5,s_20_roll_mean_5,s_20_roll_std_5,s_21_roll_mean_5,s_21_roll_std_5,predicted_rul,uncertainty_std,error,abs_error,overestimate
6,1,-0.0019,0.0003,100.0,518.67,642.73,1584.4,1412.34,14.62,21.61,552.99,2388.12,9037.26,1.3,47.56,521.69,2388.12,8116.86,8.4286,0.03,394,2388,100.0,38.94,23.3086,188,140,552.99,0.0,521.69,0.0,8116.86,0.0,38.94,0.0,23.3086,0.0,117.01307103174604,6.7323387052890125,22.986928968253963,22.986928968253963,False
6,2,0.0021,-0.0004,100.0,518.67,642.07,1590.38,1401.1,14.62,21.61,553.02,2388.09,9045.95,1.3,47.65,521.03,2388.07,8126.01,8.4343,0.03,393,2388,100.0,38.89,23.2645,188,140,553.005,0.021213203435577133,521.36,0.4666904755831793,8121.4349999999995,6.470027047857617,38.915,0.03535533905932537,23.28655,0.031183409050323154,99.80466168831168,9.930418829426824,40.19533831168832,40.19533831168832,False
6,3,-0.0031,0.0001,100.0,518.67,642.57,1588.18,1405.86,14.62,21.61,552.76,2388.13,9044.75,1.3,47.49,521.68,2388.11,8125.49,8.4072,0.03,392,2388,100.0,38.79,23.2163,188,140,552.9233333333333,0.14224392195566396,521.4666666666667,0.3781974792794641,8122.786666666667,5.139224973995526,38.873333333333335,0.07637626158259785,23.263133333333332,0.0461651744644502,114.29079436026939,9.332604073081962,25.709205639730612,25.709205639730612,False
6,4,0.0006,0.0,100.0,518.67,641.97,1589.4,1401.21,14.62,21.61,553.1,2388.1,9036.97,1.3,47.38,521.84,2388.14,8117.06,8.4012,0.03,394,2388,100.0,38.83,23.3215,188,140,552.9675,0.14591664287074893,521.56,0.3608323710533766,8121.355,5.0800032808389135,38.8625,0.06601767440112839,23.277725,0.047670562195131314,117.01178641173642,9.672010181790554,22.988213588263577,22.988213588263577,False
6,5,0.0029,-0.0005,100.0,518.67,642.62,1595.13,1409.67,14.62,21.61,553.27,2388.15,9040.85,1.3,47.49,521.37,2388.18,8124.1,8.4583,0.03,394,2388,100.0,38.87,23.324,188,140,553.028,0.1851215816699931,521.522,0.3238363784382561,8121.904,4.567475232554808,38.864,0.057271284253105875,23.28698,0.04618048289050198,117.17373746993746,9.527829968052277,22.826262530062536,22.826262530062536,False
6,6,0.0038,0.0002,100.0,518.67,642.33,1589.59,1408.46,14.62,21.61,553.91,2388.15,9039.36,1.3,47.49,521.29,2388.15,8121.04,8.4994,0.03,393,2388,100.0,38.88,23.2869,188,140,553.2119999999999,0.4313583197296484,521.442,0.32135649985647974,8122.74,3.7167660674303433,38.852,0.04147288270665712,23.28264,0.04463449338796131,110.5306061327561,10.022107845647625,29.469393867243895,29.469393867243895,False
6,7,-0.0003,0.0005,100.0,518.67,642.44,1586.65,1403.63,14.62,21.61,553.28,2388.11,9049.25,1.3,47.49,521.38,2388.08,8121.85,8.4163,0.03,395,2388,100.0,38.85,23.2894,188,140,553.264,0.417887544681562,521.5120000000001,0.23594490882406857,8121.908,3.236335891096444,38.84400000000001,0.03577708763999743,23.28762,0.043478695932605546,120.06387074314573,11.128296382839611,19.936129256854272,19.936129256854272,False
6,8,0.0004,-0.0003,100.0,518.67,642.33,1586.78,1404.99,14.62,21.61,553.89,2388.16,9041.47,1.3,47.69,521.71,2388.17,8123.6,8.4739,0.03,393,2388,100.0,38.93,23.287,188,140,553.49,0.3811167800031628,521.518,0.24159884105683904,8121.530000000001,2.7934387410501054,38.872,0.037682887362838896,23.30176,0.019207628692787266,122.74830222462724,9.597810730992439,17.25169777537276,17.25169777537276,False
6,9,0.0012,-0.0004,100.0,518.67,643.36,1585.15,1407.48,14.62,21.61,553.54,2388.15,9040.9,1.3,47.6,522.21,2388.1,8126.08,8.4614,0.03,393,2388,100.0,38.73,23.3138,188,140,553.578,0.3133209217399718,521.592,0.38120860431005565,8123.334000000001,1.9788077218381424,38.852,0.07429670248402961,23.300220000000003,0.01745829315826678,123.36627532467534,9.545100144062546,16.633724675324657,16.633724675324657,False
6,10,0.0,-0.0003,100.0,518.67,642.81,1587.89,1414.99,14.62,21.61,553.28,2388.15,9034.79,1.3,47.45,521.08,2388.14,8122.22,8.4129,0.03,391,2388,100.0,38.75,23.2454,188,140,553.58,0.3108858311341684,521.534,0.44082876494168655,8122.9580000000005,1.9754796885831887,38.827999999999996,0.08555699854483113,23.2845,0.024613614119020386,121.23310021645023,8.985661136317587,18.766899783549775,18.766899783549775,False
