unit,cycle,RUL,pred_mean,pred_std,error,abs_error,dangerous_overestimate,failure_prob_h10,maintain_now
1,1,140,138.90497,18.652,1.09503173828125,1.09503173828125,False,0.0,False
1,2,140,135.75865,17.790487,4.2413482666015625,4.2413482666015625,False,0.0,False
1,3,140,133.07211,18.163536,6.927886962890625,6.927886962890625,False,0.0,False
1,4,140,140.5487,18.218985,-0.5487060546875,0.5487060546875,False,0.0,False
1,5,140,133.80164,17.923195,6.1983642578125,6.1983642578125,False,0.0,False
1,6,140,136.77422,17.592112,3.2257843017578125,3.2257843017578125,False,0.0,False
1,7,140,143.38663,20.992369,-3.386627197265625,3.386627197265625,False,0.0,False
1,8,140,139.00894,16.039421,0.991058349609375,0.991058349609375,False,0.0,False
1,9,140,133.99483,18.647522,6.0051727294921875,6.0051727294921875,False,0.0,False
1,10,140,139.84726,15.64451,0.152740478515625,0.152740478515625,False,0.0,False
1,11,140,137.24939,14.927445,2.7506103515625,2.7506103515625,False,0.0,False
1,12,140,132.49487,19.637115,7.505126953125,7.505126953125,False,0.0,False
1,13,140,128.30513,19.159203,11.694869995117188,11.694869995117188,False,0.0,False
1,14,140,129.88371,17.521467,10.116287231445312,10.116287231445312,False,0.0,False
1,15,140,137.5957,16.242058,2.404296875,2.404296875,False,0.0,False
1,16,140,131.2753,14.713243,8.724700927734375,8.724700927734375,False,0.0,False
1,17,140,125.06907,18.58549,14.930931091308594,14.930931091308594,False,0.0,False
1,18,140,124.93234,15.195025,15.067657470703125,15.067657470703125,False,0.0,False
1,19,140,126.297966,16.759134,13.702033996582031,13.702033996582031,False,0.0,False
1,20,140,130.57738,17.199856,9.422622680664062,9.422622680664062,False,0.0,False
1,21,140,133.66237,16.236475,6.3376312255859375,6.3376312255859375,False,0.0,False
1,22,140,135.17023,16.65607,4.82977294921875,4.82977294921875,False,0.0,False
1,23,140,137.23921,15.403327,2.7607879638671875,2.7607879638671875,False,0.0,False
1,24,140,128.66843,17.578226,11.331573486328125,11.331573486328125,False,0.0,False
1,25,140,136.00291,16.82934,3.9970855712890625,3.9970855712890625,False,0.0,False
1,26,140,131.85707,14.507084,8.142929077148438,8.142929077148438,False,0.0,False
1,27,140,132.73717,20.880447,7.2628326416015625,7.2628326416015625,False,0.0,False
1,28,140,140.32993,18.93128,-0.329925537109375,0.329925537109375,False,0.0,False
1,29,140,140.19481,19.235659,-0.1948089599609375,0.1948089599609375,False,0.0,False
1,30,140,135.97705,20.673546,4.02294921875,4.02294921875,False,0.0,False
1,31,140,136.78642,16.839533,3.2135772705078125,3.2135772705078125,False,0.0,False
1,32,140,145.34804,19.815784,-5.3480377197265625,5.3480377197265625,False,0.0,False
1,33,140,137.31625,18.45671,2.683746337890625,2.683746337890625,False,0.0,False
1,34,140,134.31834,16.976088,5.6816558837890625,5.6816558837890625,False,0.0,False
1,35,140,140.34988,18.389324,-0.349884033203125,0.349884033203125,False,0.0,False
1,36,140,135.15302,18.793602,4.84698486328125,4.84698486328125,False,0.0,False
1,37,140,132.88567,17.453217,7.1143341064453125,7.1143341064453125,False,0.0,False
1,38,140,138.83437,20.044336,1.1656341552734375,1.1656341552734375,False,0.0,False
1,39,140,133.83232,16.788862,6.1676788330078125,6.1676788330078125,False,0.0,False
1,40,140,138.38684,17.920258,1.6131591796875,1.6131591796875,False,0.0,False
1,41,140,135.93799,16.497404,4.06201171875,4.06201171875,False,0.0,False
1,42,140,136.55728,17.93643,3.442718505859375,3.442718505859375,False,0.0,False
1,43,140,134.8172,19.30077,5.18280029296875,5.18280029296875,False,0.0,False
1,44,140,140.20207,19.502728,-0.2020721435546875,0.2020721435546875,False,0.0,False
1,45,140,133.92795,19.09065,6.072052001953125,6.072052001953125,False,0.0,False
1,46,140,137.47002,18.22535,2.5299835205078125,2.5299835205078125,False,0.0,False
1,47,140,141.61165,19.399761,-1.6116485595703125,1.6116485595703125,False,0.0,False
1,48,140,139.27959,18.962086,0.7204132080078125,0.7204132080078125,False,0.0,False
1,49,140,130.44804,17.881361,9.551956176757812,9.551956176757812,False,0.0,False
1,50,140,137.76013,20.46808,2.2398681640625,2.2398681640625,False,0.0,False
1,51,140,135.79005,16.122156,4.2099456787109375,4.2099456787109375,False,0.0,False
1,52,140,128.7791,18.822763,11.220901489257812,11.220901489257812,False,0.0,False
1,53,139,132.11435,16.248882,6.885650634765625,6.885650634765625,False,0.0,False
1,54,138,131.14206,15.4013195,6.857940673828125,6.857940673828125,False,0.0,False
1,55,137,135.33649,14.723494,1.66351318359375,1.66351318359375,False,0.0,False
1,56,136,127.75941,14.9806795,8.240592956542969,8.240592956542969,False,0.0,False
1,57,135,129.84686,16.896692,5.15313720703125,5.15313720703125,False,0.0,False
1,58,134,124.37148,16.5526,9.628517150878906,9.628517150878906,False,0.0,False
1,59,133,133.0053,16.343786,-0.0052947998046875,0.0052947998046875,False,0.0,False
1,60,132,134.05858,19.306013,-2.0585784912109375,2.0585784912109375,False,0.0,False
1,61,131,138.15977,16.349045,-7.1597747802734375,7.1597747802734375,False,0.0,False
1,62,130,142.1351,17.65331,-12.135101318359375,12.135101318359375,False,0.0,False
1,63,129,139.36577,17.187801,-10.365768432617188,10.365768432617188,False,0.0,False
1,64,128,130.79292,18.64838,-2.7929229736328125,2.7929229736328125,False,0.0,False
1,65,127,123.99994,17.536299,3.00006103515625,3.00006103515625,False,0.0,False
1,66,126,125.079865,17.860039,0.920135498046875,0.920135498046875,False,0.0,False
1,67,125,131.92946,15.576071,-6.9294586181640625,6.9294586181640625,False,0.0,False
1,68,124,128.9958,17.373337,-4.9958038330078125,4.9958038330078125,False,0.0,False
1,69,123,136.74861,18.170021,-13.748611450195312,13.748611450195312,False,0.0,False
1,70,122,135.45105,18.538973,-13.4510498046875,13.4510498046875,False,0.0,False
1,71,121,136.4086,19.594927,-15.408599853515625,15.408599853515625,False,0.0,False
1,72,120,130.43582,17.693495,-10.435821533203125,10.435821533203125,False,0.0,False
1,73,119,131.25624,16.549139,-12.256240844726562,12.256240844726562,False,0.0,False
1,74,118,125.54665,19.166285,-7.546653747558594,7.546653747558594,False,0.0,False
1,75,117,130.2549,15.36313,-13.254898071289062,13.254898071289062,False,0.0,False
1,76,116,129.38326,17.644579,-13.383255004882812,13.383255004882812,False,0.0,False
1,77,115,128.12227,16.380299,-13.122268676757812,13.122268676757812,False,0.0,False
1,78,114,127.343994,14.577017,-13.343994140625,13.343994140625,False,0.0,False
1,79,113,125.552826,14.658302,-12.552825927734375,12.552825927734375,False,0.0,False
1,80,112,124.53127,18.384453,-12.531272888183594,12.531272888183594,False,0.0,False
1,81,111,114.896706,15.393083,-3.8967056274414062,3.8967056274414062,False,0.0,False
1,82,110,119.96923,14.087734,-9.969230651855469,9.969230651855469,False,0.0,False
1,83,109,120.04043,17.54993,-11.040428161621094,11.040428161621094,False,0.0,False
1,84,108,115.8432,14.594778,-7.84320068359375,7.84320068359375,False,0.0,False
1,85,107,122.057236,15.694926,-15.057235717773438,15.057235717773438,False,0.0,False
1,86,106,124.94381,14.855021,-18.943809509277344,18.943809509277344,False,0.0,False
1,87,105,120.71243,16.105627,-15.712432861328125,15.712432861328125,False,0.0,False
1,88,104,124.56588,13.663261,-20.565879821777344,20.565879821777344,False,0.0,False
1,89,103,130.58984,17.724413,-27.58984375,27.58984375,False,0.0,False
1,90,102,126.804665,17.358105,-24.804664611816406,24.804664611816406,False,0.0,False
1,91,101,127.673386,15.821161,-26.673385620117188,26.673385620117188,False,0.0,False
1,92,100,128.0439,17.956692,-28.043899536132812,28.043899536132812,False,0.0,False
1,93,99,119.73621,17.638044,-20.73621368408203,20.73621368408203,False,0.0,False
1,94,98,126.04342,14.207487,-28.043418884277344,28.043418884277344,False,0.0,False
1,95,97,123.49129,15.52818,-26.491287231445312,26.491287231445312,False,0.0,False
1,96,96,116.81397,15.9946785,-20.81397247314453,20.81397247314453,False,0.0,False
1,97,95,118.0739,15.266207,-23.073898315429688,23.073898315429688,False,0.0,False
1,98,94,120.070496,16.382397,-26.07049560546875,26.07049560546875,False,0.0,False
1,99,93,119.41788,16.55883,-26.417877197265625,26.417877197265625,False,0.0,False
1,100,92,125.078705,14.056214,-33.078704833984375,33.078704833984375,False,0.0,False
1,101,91,127.46791,16.385338,-36.46791076660156,36.46791076660156,False,0.0,False
1,102,90,121.48458,13.143205,-31.484580993652344,31.484580993652344,False,0.0,False
1,103,89,120.4663,17.646984,-31.46630096435547,31.46630096435547,False,0.0,False
1,104,88,128.26245,16.487976,-40.262451171875,40.262451171875,False,0.0,False
1,105,87,123.61008,15.982054,-36.610076904296875,36.610076904296875,False,0.0,False
1,106,86,124.796326,17.20675,-38.79632568359375,38.79632568359375,False,0.0,False
1,107,85,124.24365,19.272266,-39.24365234375,39.24365234375,False,0.0,False
1,108,84,125.784904,16.609125,-41.78490447998047,41.78490447998047,False,0.0,False
1,109,83,128.27313,20.68117,-45.27313232421875,45.27313232421875,False,0.0,False
1,110,82,131.24828,19.070976,-49.24827575683594,49.24827575683594,False,0.0,False
1,111,81,124.00279,14.534853,-43.00279235839844,43.00279235839844,False,0.0,False
1,112,80,119.25656,14.985975,-39.256561279296875,39.256561279296875,False,0.0,False
1,113,79,121.74896,13.613006,-42.74896240234375,42.74896240234375,False,0.0,False
1,114,78,118.98342,18.198254,-40.983421325683594,40.983421325683594,False,0.0,False
1,115,77,117.209335,15.246548,-40.20933532714844,40.20933532714844,False,0.0,False
1,116,76,118.784454,16.5369,-42.784454345703125,42.784454345703125,False,0.0,False
1,117,75,118.427635,17.316961,-43.427635192871094,43.427635192871094,False,0.0,False
1,118,74,122.145096,15.033338,-48.14509582519531,48.14509582519531,False,0.0,False
1,119,73,124.24729,15.885068,-51.247291564941406,51.247291564941406,False,0.0,False
1,120,72,120.36136,16.112663,-48.361358642578125,48.361358642578125,False,0.0,False
1,121,71,113.15047,17.305447,-42.15046691894531,42.15046691894531,False,0.0,False
